FullName,email,Gender,Country,Assets,Industry,Newsletter
Danita Lambarth,dlambarthgf@techcrunch.com,Female,Thailand,$7398258.60,Finance,Yearly
Elisha Morse,emorsegg@cbslocal.com,Female,Comoros,$3792189.57,Technology,Once
Paulina Trelease,ptreleasegh@yelp.com,Bigender,Brazil,$3756918.16,Consumer Non-Durables,Often
Arturo Berrane,aberranegi@lulu.com,Male,China,$5318035.55,Consumer Services,Daily
Dix Sowerbutts,dsowerbuttsgj@geocities.com,Female,Russia,$5926662.58,Health Care,Once
Ivor Goulbourne,igoulbournegk@ucoz.com,Male,Colombia,$7708293.69,Consumer Services,Weekly
Harv Sawdon,hsawdongl@ifeng.com,Male,China,$8340742.05,Finance,Weekly
Claiborne Rosenqvist,crosenqvistgm@sfgate.com,Genderqueer,Indonesia,$1791566.18,Consumer Services,Seldom
Natale Epgrave,nepgravegn@youtu.be,Male,Russia,$4908314.90,Consumer Non-Durables,Never
Quincey Norcop,qnorcopgo@multiply.com,Male,China,$933265.35,Public Utilities,Monthly
Alfred Pyrah,apyrahgp@cafepress.com,Male,Brazil,$4261632.87,Finance,Weekly
Renato Gatchel,rgatchelgq@unicef.org,Male,Poland,$2827573.56,Health Care,Often
Leisha Godlonton,lgodlontongr@disqus.com,Female,Bolivia,$6176440.57,n/a,Daily
Nikkie Chafer,nchafergs@yellowbook.com,Female,South Africa,$9042033.45,Consumer Services,Monthly
Nicola Hannon,nhannongt@shareasale.com,Genderfluid,Italy,$7058677.03,n/a,Daily
Leonora Corkan,lcorkangu@arstechnica.com,Female,Cameroon,$9872234.66,Capital Goods,Weekly
Flory Lewzey,flewzeygv@npr.org,Male,Portugal,$1094124.32,Consumer Services,Daily
Inness Reinisch,ireinischgw@github.io,Male,Morocco,$9126699.05,Consumer Services,Monthly
Crysta Boreham,cborehamgx@chicagotribune.com,Non-binary,Tanzania,$6876196.27,Technology,Weekly
Kattie Curran,kcurrangy@typepad.com,Female,China,$1452648.57,Capital Goods,Often
Gerti Narey,gnareygz@nhs.uk,Female,Philippines,$9727400.98,Basic Industries,Never
Lauryn Vittore,lvittoreh0@rambler.ru,Female,Democratic Republic of the Congo,$3729361.93,n/a,Yearly
Janessa Fursey,jfurseyh1@msn.com,Female,China,$2905987.13,Consumer Services,Once
Aldrich Choppen,achoppenh2@cocolog-nifty.com,Agender,China,$5930739.49,Finance,Daily
Calli Skynner,cskynnerh3@ebay.co.uk,Female,Poland,$1130513.42,Technology,Never
Mead Edelheit,medelheith4@elegantthemes.com,Male,China,$4268741.25,Health Care,Once
Lucille Finlator,lfinlatorh5@cafepress.com,Female,Argentina,$9792718.13,Finance,Monthly
Kerrin Quinlan,kquinlanh6@blogger.com,Female,Indonesia,$3094920.76,Health Care,Once
Kean Jaffa,kjaffah7@cbsnews.com,Male,Sweden,$1902245.54,Health Care,Yearly
Mellisa Lavin,mlavinh8@un.org,Female,Philippines,$3541658.09,Consumer Services,Daily
Greta Myall,gmyallh9@usnews.com,Female,Brazil,$3154331.39,Consumer Services,Daily
Lu Kundert,lkundertha@theglobeandmail.com,Female,China,$5893270.76,Basic Industries,Weekly
Zak Bedson,,Genderqueer,Croatia,$8150165.15,Technology,Daily
Mirella Reeveley,mreeveleyhc@flavors.me,Agender,Canada,$6661317.38,Technology,Monthly
Dede Tarney,dtarneyhd@networkadvertising.org,Female,Philippines,$5267350.62,Finance,Seldom
Scot Kharchinski,skharchinskihe@dell.com,Male,Indonesia,$7792431.16,Technology,Yearly
Jourdan Lawther,jlawtherhf@jiathis.com,Female,South Africa,$171144.54,Finance,Monthly
Jefferson Button,jbuttonhg@adobe.com,Male,Colombia,$8337033.34,n/a,Seldom
Vanya Caudray,vcaudrayhh@google.com,Female,Portugal,$5236198.98,Basic Industries,Weekly
Katerine Wyllcock,,Agender,Japan,$9662544.43,Basic Industries,Never
Garner Cheesman,,Male,Indonesia,$8374437.51,Basic Industries,Never
Drew Murrells,dmurrellshk@github.com,Male,Uzbekistan,$9805643.48,n/a,Yearly
Nels Melmore,nmelmorehl@smugmug.com,Male,France,$5704557.96,Technology,Weekly
Nora Endean,nendeanhm@marketwatch.com,Female,Czech Republic,$4787396.43,Public Utilities,Once
Pincus Westpfel,pwestpfelhn@skyrock.com,Male,Tajikistan,$4062139.86,Health Care,Monthly
Noach Mustarde,nmustardeho@newyorker.com,Male,Indonesia,$5655450.72,n/a,Often
Quintana Pedler,qpedlerhp@imgur.com,Female,Indonesia,$6516265.18,Miscellaneous,Weekly
Melva Cockle,mcocklehq@skype.com,Female,France,$3912680.40,n/a,Daily
Edgard Jerosch,ejeroschhr@weather.com,Male,China,$7824874.86,Health Care,Weekly
Daphene Krojn,dkrojnhs@hexun.com,Bigender,Japan,$2099901.45,n/a,Never
Rebecca Fernant,rfernantht@ustream.tv,Female,France,$2440382.46,Finance,Often
Modestia Cradick,mcradickhu@earthlink.net,Female,Albania,$2639580.72,Consumer Services,Often
Elmer Karchewski,ekarchewskihv@canalblog.com,Male,Poland,$8705070.84,n/a,Weekly
Bambi Melmore,bmelmorehw@networksolutions.com,Female,Ethiopia,$4460142.35,n/a,Daily
Daren Kesley,dkesleyhx@delicious.com,Male,Angola,$3678208.35,Technology,Seldom
Adelina Stede,astedehy@constantcontact.com,Female,Bulgaria,$2380347.40,Consumer Services,Often
Teressa Gunthorp,tgunthorphz@usa.gov,Female,Indonesia,$2624377.94,Finance,Monthly
Jandy Howen,jhoweni0@cornell.edu,Female,Netherlands,$5147167.97,n/a,Yearly
Justen Jacques,jjacquesi1@nhs.uk,Male,Nigeria,$2099234.28,Energy,Monthly
Davin Gulc,dgulci2@icq.com,Male,Indonesia,$1343777.35,n/a,Daily
Ky Culleford,kcullefordi3@wunderground.com,Male,China,$3024735.69,Capital Goods,Seldom
Tannie Toynbee,ttoynbeei4@seesaa.net,Male,Norway,$1649466.26,Health Care,Seldom
Wilhelmine Stables,wstablesi5@aol.com,Female,Mexico,$6865670.03,Basic Industries,Never
Clareta Binnell,cbinnelli6@microsoft.com,Female,Tunisia,$6352932.58,Capital Goods,Daily
Pansy McFadzean,pmcfadzeani7@behance.net,Female,Vietnam,$688291.51,Health Care,Monthly
Maggie McCreery,,Polygender,Brazil,$4190547.47,Finance,Often
Devlen Harnor,dharnori9@npr.org,Male,China,$2064092.98,Public Utilities,Daily
Jacinda Gurner,jgurneria@yellowpages.com,Female,China,$9482499.49,Capital Goods,Often
Aimee Fursland,afurslandib@yale.edu,Agender,Peru,$7916020.60,Miscellaneous,Often
Reider O'Scandall,roscandallic@indiegogo.com,Male,Poland,$3662253.09,Capital Goods,Monthly
Fields Tunnah,ftunnahid@comsenz.com,Male,Somalia,$9262039.40,Consumer Services,Monthly
Shanan Nibley,snibleyie@columbia.edu,Male,Greece,$4820386.18,Health Care,Seldom
Carlyle Baudic,cbaudicif@sciencedirect.com,Male,Poland,$7434169.34,Consumer Services,Seldom
Merissa Hanks,mhanksig@google.com.br,Female,Tanzania,$6350437.35,Miscellaneous,Yearly
Eva Weddup,eweddupih@icio.us,Female,Brazil,$7038471.54,Finance,Weekly
Hart Critchell,hcritchellii@shareasale.com,Male,China,$2031422.35,Consumer Services,Daily
Perri Casaletto,pcasalettoij@youtu.be,Female,Afghanistan,$5621298.66,Consumer Durables,Daily
Dieter Casetti,dcasettiik@dagondesign.com,Male,France,$9693455.85,n/a,Daily
Lita McNirlan,lmcnirlanil@sphinn.com,Agender,Indonesia,$1240777.82,Capital Goods,Weekly
Jodi Kennion,jkennionim@homestead.com,Male,Cameroon,$3879778.15,n/a,Yearly
Noelle Gaine,ngainein@noaa.gov,Female,China,$1207042.61,Finance,Yearly
Shepard Harland,sharlandio@ted.com,Male,Mongolia,$3881812.52,Finance,Once
Abagail Rimbault,arimbaultip@360.cn,Female,Canada,$9800830.98,Capital Goods,Yearly
Leroi Kisar,lkisariq@mashable.com,Male,Brazil,$1102649.48,Health Care,Weekly
Cordie Crudge,ccrudgeir@trellian.com,Polygender,China,$4857686.77,Health Care,Often
Carmine Mecchi,cmecchiis@nydailynews.com,Female,China,$5542719.14,Public Utilities,Daily
Coralie Munnings,cmunningsit@51.la,Female,China,$2326994.75,Finance,Once
Allie Blaw,,Male,United States,$2881886.94,Health Care,Seldom
Hayes Buie,hbuieiv@unesco.org,Male,China,$6761964.62,Technology,Daily
Laurene Hebdon,lhebdoniw@blogger.com,Agender,Moldova,$5723284.44,Finance,Daily
Pete Sartain,psartainix@jimdo.com,Male,Panama,$5754222.32,n/a,Never
Tyrone Sworne,tsworneiy@github.com,Male,Indonesia,$9336017.54,n/a,Once
Ashien Heinke,aheinkeiz@spiegel.de,Female,Guinea,$3791068.97,n/a,Yearly
Stanislaw McWilliams,smcwilliamsj0@amazonaws.com,Male,Czech Republic,$6488584.15,Health Care,Yearly
Normie Jaffray,njaffrayj1@blog.com,Agender,United States,$5505163.78,Basic Industries,Often
Shep Grayer,sgrayerj2@netscape.com,Male,Philippines,$8218067.26,Health Care,Weekly
Bonni Hurran,bhurranj3@google.co.uk,Female,China,$5394559.03,n/a,Never
Yule Silly,ysillyj4@behance.net,Agender,Indonesia,$4198437.20,Health Care,Monthly
Anet Frantzen,afrantzenj5@cmu.edu,Female,China,$5046012.21,Consumer Services,Weekly
Genia Tuffs,gtuffsj6@tmall.com,Bigender,Uganda,$7097474.23,Consumer Services,Monthly
Brooks Simmonds,bsimmondsj7@histats.com,Female,Mongolia,$2421045.63,n/a,Yearly
Myrtice Estcot,,Female,Singapore,$2653958.69,Energy,Often
Avis Chaster,achasterj9@yelp.com,Female,Colombia,$7414022.85,Miscellaneous,Once
Alix Dullard,adullardja@sourceforge.net,Bigender,Canada,$6273261.53,Health Care,Once
Janie De la Eglise,jdejb@washington.edu,Female,China,$4631087.41,Technology,Seldom
Therese Miner,tminerjc@people.com.cn,Female,United States,$3418684.16,Finance,Daily
Katrine Davidov,kdavidovjd@google.com,Female,Tajikistan,$5449314.56,Finance,Daily
Paquito Browse,pbrowseje@cnet.com,Male,Philippines,$6939630.27,Capital Goods,Weekly
Janice Deighan,jdeighanjf@reuters.com,Female,Indonesia,$8193088.69,Finance,Often
Kristian Darker,kdarkerjg@google.co.jp,Male,Malaysia,$3438639.43,Transportation,Once
Innis Voisey,ivoiseyjh@123-reg.co.uk,Male,Chad,$8754010.43,n/a,Often
Evita MacMorland,emacmorlandji@google.com.au,Polygender,South Africa,$1622809.97,n/a,Once
Bell Mangan,bmanganjj@nps.gov,Female,France,$5756758.85,n/a,Monthly
Torr Santi,tsantijk@cbslocal.com,Male,Guinea,$7606210.21,n/a,Once
Gustavus Bellino,gbellinojl@yahoo.co.jp,Male,France,$6647032.93,Basic Industries,Often
Chet Ivanaev,civanaevjm@cdc.gov,Male,France,$3050424.13,n/a,Seldom
Kennedy Philippart,kphilippartjn@admin.ch,Male,Indonesia,$7621358.15,n/a,Seldom
Luther Ede,,Male,Portugal,$8687762.86,Public Utilities,Yearly
Mariya Churching,mchurchingjp@yahoo.com,Polygender,Poland,$754696.21,Capital Goods,Monthly
Renado Kubera,rkuberajq@weibo.com,Male,Brazil,$1067916.33,Finance,Daily
Harcourt Deaton,hdeatonjr@plala.or.jp,Male,Netherlands,$4074941.03,Health Care,Yearly
Constantino Greeveson,cgreevesonjs@sciencedaily.com,Male,Russia,$7635782.06,Consumer Services,Daily
Brennan Netherclift,bnethercliftjt@auda.org.au,Male,Philippines,$7318356.31,Energy,Seldom
Abbey Hadley,ahadleyju@joomla.org,Male,Macedonia,$943802.50,Finance,Weekly
Justis Ryle,jrylejv@shinystat.com,Male,United States,$4978570.52,Finance,Once
Nicko Wynrehame,nwynrehamejw@rakuten.co.jp,Male,China,$760392.72,n/a,Once
Emmalynn Wattingham,ewattinghamjx@mapy.cz,Female,Indonesia,$7215451.38,Capital Goods,Often
Katherina Astley,kastleyjy@yelp.com,Female,South Korea,$3612948.08,Consumer Services,Daily
Yves Barnshaw,ybarnshawjz@nasa.gov,Male,Brazil,$8877360.61,Transportation,Never
Silvio Pickard,spickardk0@flavors.me,Male,Sweden,$7976254.66,Finance,Once
Enid LAbbet,elabbetk1@typepad.com,Female,China,$2820980.41,Transportation,Daily
Mallorie Canas,mcanask2@skype.com,Female,Cuba,$3877669.37,Health Care,Once
Cad Brimham,cbrimhamk3@ftc.gov,Male,Brazil,$5176455.47,n/a,Often
Garwin Balassa,gbalassak4@ebay.co.uk,Male,Armenia,$2676031.87,Consumer Durables,Weekly
Annmaria Kaubisch,akaubischk5@pagesperso-orange.fr,Female,Russia,$866479.66,n/a,Weekly
Janette Kauscher,jkauscherk6@tuttocitta.it,Female,China,$8269016.21,n/a,Weekly
Rosalyn Schankel,rschankelk7@homestead.com,Female,Greece,$3775119.44,Energy,Yearly
Coop Campsall,ccampsallk8@smh.com.au,Male,Kazakhstan,$3117453.74,Capital Goods,Weekly
Christopher Cargenven,ccargenvenk9@cdc.gov,Male,Sweden,$7011108.57,Energy,Monthly
Dennis Harness,dharnesska@lulu.com,Male,China,$9407223.57,Health Care,Seldom
Meir Andrick,mandrickkb@unblog.fr,Male,China,$7566545.22,Basic Industries,Once
Olav Pacher,opacherkc@cloudflare.com,Male,Indonesia,$7232248.66,Health Care,Never
Reginald Vasse,rvassekd@washington.edu,Male,Indonesia,$4548208.68,n/a,Seldom
Tillie Daoust,tdaoustke@rediff.com,Female,Ukraine,$1861908.69,Capital Goods,Never
Rora Brooksbie,rbrooksbiekf@privacy.gov.au,Female,China,$807943.84,n/a,Never
Morgen Tromans,mtromanskg@guardian.co.uk,Male,Sweden,$9078060.43,Basic Industries,Once
Dunstan Wrankling,dwranklingkh@home.pl,Male,Ukraine,$6407888.93,Miscellaneous,Weekly
Etta Teodori,eteodoriki@cisco.com,Genderqueer,Venezuela,$1745537.09,n/a,Never
Verene Abrahm,vabrahmkj@51.la,Female,China,$3827894.66,Consumer Durables,Weekly
Farrel Normanton,fnormantonkk@ucla.edu,Male,China,$9703622.43,n/a,Weekly
Kanya MacDiarmond,kmacdiarmondkl@ameblo.jp,Polygender,Greece,$3026723.37,n/a,Seldom
Way McEneny,wmcenenykm@istockphoto.com,Male,Argentina,$8087035.44,Health Care,Often
Klaus Dumphy,kdumphykn@craigslist.org,Male,Russia,$5815862.91,Consumer Services,Never
Eryn Ferandez,eferandezko@europa.eu,Female,China,$6513186.33,Finance,Monthly
Marion Salmons,msalmonskp@reddit.com,Male,China,$8911121.52,Finance,Yearly
Fania Oddy,foddykq@pbs.org,Female,Portugal,$9324592.56,Consumer Services,Daily
Fredek O'Dunniom,fodunniomkr@mlb.com,Male,China,$88766.79,Basic Industries,Never
Valeria Botten,vbottenks@twitpic.com,Female,Mongolia,$5815162.45,Transportation,Weekly
Carmen Denyer,cdenyerkt@amazonaws.com,Female,Cameroon,$2569806.65,Consumer Services,Seldom
Zebulon Beswell,zbeswellku@xinhuanet.com,Male,China,$7869365.26,Consumer Non-Durables,Weekly
Alain Lacroutz,alacroutzkv@vk.com,Male,Indonesia,$3773997.67,Consumer Services,Weekly
Carmelle Franies,cfranieskw@issuu.com,Female,Ukraine,$3298711.77,n/a,Seldom
Cynthea Gabits,cgabitskx@plala.or.jp,Female,Ukraine,$7220618.08,Public Utilities,Often
Linda Lehrer,,Agender,Canada,$5974857.26,Consumer Non-Durables,Weekly
Stephi Mosdill,smosdillkz@zdnet.com,Female,Poland,$8650926.29,Basic Industries,Monthly
Kenna Stemson,kstemsonl0@stumbleupon.com,Polygender,Philippines,$8446620.96,Consumer Durables,Never
Marybelle Lerego,mleregol1@shinystat.com,Female,France,$5591040.55,Energy,Yearly
Erskine Brahan,ebrahanl2@mail.ru,Male,China,$4547181.62,n/a,Weekly
Winston Waddilove,wwaddilovel3@comsenz.com,Male,United States,$2754050.57,Finance,Seldom
Norris Borer,nborerl4@weebly.com,Male,Burundi,$9265387.55,Consumer Services,Monthly
Iggie Tumioto,itumiotol5@joomla.org,Male,Marshall Islands,$3778548.81,Health Care,Yearly
Dorene Rosensaft,drosensaftl6@umich.edu,Female,Poland,$2371793.13,Consumer Durables,Once
Westbrook Tonn,wtonnl7@netlog.com,Male,Colombia,$9693221.92,Finance,Once
Karrah Spellacey,kspellaceyl8@ftc.gov,Female,China,$8825026.92,Technology,Monthly
Fay Merry,fmerryl9@t-online.de,Polygender,China,$2809114.11,Public Utilities,Seldom
Kynthia Corrado,kcorradola@nationalgeographic.com,Female,Philippines,$1546171.65,Basic Industries,Monthly
Mallissa Kehri,mkehrilb@wiley.com,Female,Colombia,$2008334.18,Health Care,Yearly
Viviene Sykes,vsykeslc@amazon.de,Female,Russia,$5104144.47,Consumer Non-Durables,Never
Arlene Barthelet,abartheletld@nydailynews.com,Female,Mexico,$9120734.87,Consumer Services,Often
Ken Glauber,kglauberle@army.mil,Male,China,$1499715.60,n/a,Once
Lyndel Hawes,lhaweslf@t.co,Female,China,$1835131.73,Technology,Monthly
Newton Sokale,nsokalelg@bbc.co.uk,Male,China,$5975851.42,Capital Goods,Seldom
Anetta Amesbury,aamesburylh@google.com.hk,Agender,Philippines,$445939.61,Finance,Weekly
Abbie Etherton,aethertonli@live.com,Genderfluid,Indonesia,$104101.35,Health Care,Often
Christan Thorington,cthoringtonlj@irs.gov,Female,China,$5786076.60,n/a,Weekly
Carver Friedenbach,cfriedenbachlk@marriott.com,Male,Indonesia,$7590903.68,Capital Goods,Never
Tommie Jakubovsky,tjakubovskyll@exblog.jp,Female,China,$1478873.42,Public Utilities,Yearly
Teressa Kupke,tkupkelm@printfriendly.com,Female,Indonesia,$9252981.50,n/a,Often
Devin Halewood,dhalewoodln@phpbb.com,Female,Uganda,$7608949.96,Public Utilities,Monthly
Lars Purry,lpurrylo@elpais.com,Male,Mozambique,$4558119.23,Consumer Services,Weekly
Marleen Clementucci,mclementuccilp@fda.gov,Female,Portugal,$6226975.79,n/a,Never
Tandie Gristock,tgristocklq@wordpress.com,Agender,Ecuador,$8649900.24,Finance,Weekly
Margarita Gallie,mgallielr@forbes.com,Female,Brazil,$7476497.47,n/a,Once
Carmina Thurlborn,cthurlbornls@oaic.gov.au,Female,Philippines,$4375479.77,n/a,Monthly
Carmine Sima,csimalt@twitpic.com,Male,Philippines,$7591952.77,n/a,Daily
Karlens Quidenham,kquidenhamlu@photobucket.com,Genderfluid,China,$6572200.21,Capital Goods,Never
Kennith Leppard,kleppardlv@pagesperso-orange.fr,Genderfluid,China,$6131669.13,Finance,Yearly
Bealle Scamerdine,bscamerdinelw@live.com,Male,Indonesia,$149761.50,n/a,Never
Kale Darte,kdartelx@census.gov,Male,Indonesia,$3609797.64,n/a,Yearly
Delphinia Yitzhakov,dyitzhakovly@prweb.com,Female,Russia,$9668729.10,Basic Industries,Daily
Orbadiah Shawdforth,oshawdforthlz@technorati.com,Male,Japan,$69883.57,Consumer Services,Yearly
Aristotle Huot,ahuotm0@seattletimes.com,Male,Cape Verde,$5580381.11,Health Care,Never
Gayelord Cockson,gcocksonm1@mit.edu,Male,Laos,$241179.57,Finance,Once
Ximenes Fetter,xfetterm2@unicef.org,Male,Mexico,$7090157.69,Basic Industries,Never
Renault Boate,rboatem3@list-manage.com,Male,China,$4809421.32,Health Care,Daily
Codie Blabber,cblabberm4@dailymotion.com,Male,Russia,$233435.16,Technology,Weekly
Madella Church,mchurchm5@state.gov,Female,Sweden,$9250929.20,Finance,Never
Carson Vida,cvidam6@vimeo.com,Male,Japan,$2230587.57,Public Utilities,Daily
Valeda Atkirk,vatkirkm7@dagondesign.com,Female,Portugal,$4466899.63,Consumer Services,Seldom
Ekaterina Echallier,eechallierm8@usda.gov,Non-binary,Colombia,$2839102.44,Consumer Services,Yearly
Filmore Planks,fplanksm9@bravesites.com,Agender,Philippines,$2814207.07,n/a,Never
Edsel Zaniolo,ezanioloma@amazon.co.uk,Male,Portugal,$7143626.52,Health Care,Daily
Petronella Inkpen,pinkpenmb@newsvine.com,Agender,Thailand,$4384456.01,Consumer Non-Durables,Never
Rikki Halksworth,rhalksworthmc@zimbio.com,Male,Russia,$1557288.46,Technology,Never
Gena Ruprechter,gruprechtermd@hexun.com,Female,Brazil,$7857325.29,Finance,Daily
Lon Dessant,ldessantme@msu.edu,Male,Vietnam,$6662428.86,n/a,Monthly
Franky Cloonan,fcloonanmf@fc2.com,Male,China,$8837750.28,Energy,Yearly
Ann-marie Schwandner,aschwandnermg@topsy.com,Female,China,$3654989.27,Energy,Daily
Chelsie Splevings,csplevingsmh@bing.com,Female,Honduras,$105354.74,Consumer Services,Never
Rubin Lowdiane,rlowdianemi@huffingtonpost.com,Genderfluid,China,$5067261.47,Consumer Durables,Monthly
Reagan Geistmann,rgeistmannmj@biblegateway.com,Bigender,Macedonia,$6718159.64,Health Care,Often
Olivette Gergely,ogergelymk@walmart.com,Female,Japan,$8104145.96,Health Care,Often
Rossie Ballister,rballisterml@fotki.com,Male,Indonesia,$8778371.49,Capital Goods,Often
Leo Rangle,lranglemm@skyrock.com,Male,Poland,$8324200.82,Consumer Services,Never
Stephani Pohlak,,Female,Indonesia,$9795049.21,n/a,Seldom
Karleen Southernwood,ksouthernwoodmo@stanford.edu,Female,Indonesia,$4733145.78,Finance,Often
Lezlie Kervin,lkervinmp@chicagotribune.com,Female,Russia,$3317967.10,Health Care,Never
Marj Scrivinor,mscrivinormq@icio.us,Female,Philippines,$8993344.32,Consumer Services,Yearly
Preston Strotton,pstrottonmr@zimbio.com,Male,Sweden,$6312603.72,n/a,Often
Jacklyn Hearfield,jhearfieldms@livejournal.com,Female,Canada,$3587902.49,Consumer Services,Seldom
Augy Isacq,aisacqmt@about.com,Male,Brazil,$177413.55,Health Care,Never
Karee Bony,kbonymu@chron.com,Female,China,$7910583.22,Consumer Services,Monthly
Bartolemo Baus,bbausmv@nps.gov,Male,China,$1757859.51,Energy,Yearly
Broddie Cisco,bciscomw@naver.com,Male,Russia,$1844549.86,Health Care,Yearly
Joya Visco,jviscomx@ca.gov,Female,Mongolia,$5053599.28,Consumer Non-Durables,Daily
Vonni Crumpe,vcrumpemy@networkadvertising.org,Female,Russia,$7113873.17,Health Care,Once
Kath Elster,kelstermz@friendfeed.com,Female,Bolivia,$4633002.81,Health Care,Monthly
Aurore Fludder,afluddern0@usa.gov,Agender,Russia,$1988502.96,Public Utilities,Yearly
Christabella Gantley,cgantleyn1@cocolog-nifty.com,Female,Russia,$90887.18,Consumer Services,Never
Cecily Clutheram,cclutheramn2@redcross.org,Female,Netherlands,$7744251.64,Basic Industries,Seldom
Egon Krimmer,ekrimmern3@furl.net,Male,Sweden,$9298418.68,n/a,Yearly
Linc Haukey,lhaukeyn4@si.edu,Genderqueer,Brazil,$7729180.45,n/a,Weekly
Melesa McAnulty,mmcanultyn5@tumblr.com,Non-binary,Colombia,$6360426.57,Health Care,Yearly
Ernst Pond,epondn6@spotify.com,Male,China,$5239676.58,n/a,Weekly
Calli Stubbings,cstubbingsn7@odnoklassniki.ru,Genderqueer,Russia,$6426080.54,Finance,Never
Kaile Constantine,kconstantinen8@google.nl,Genderfluid,Afghanistan,$4473366.41,Health Care,Yearly
Tye Orrick,torrickn9@epa.gov,Male,Botswana,$7627503.23,Energy,Seldom
Reese Rennock,,Male,Hungary,$4872813.76,Finance,Yearly
Jasen Siaskowski,jsiaskowskinb@lulu.com,Male,Sweden,$4292483.39,Health Care,Weekly
Elias Conti,econtinc@msu.edu,Male,Bosnia and Herzegovina,$2454303.43,Energy,Never
Janifer Kedwell,jkedwellnd@geocities.jp,Female,France,$2682434.49,Technology,Once
Finley Corson,fcorsonne@howstuffworks.com,Male,Slovenia,$6442651.44,Finance,Weekly
Gaston Dwelley,gdwelleynf@hatena.ne.jp,Male,United States,$8900023.28,Finance,Often
Roscoe Kennon,rkennonng@hubpages.com,Male,Indonesia,$4821375.50,Technology,Yearly
Nathanael Chastaing,nchastaingnh@accuweather.com,Male,Indonesia,$4193212.26,Consumer Services,Yearly
Druci Dunford,ddunfordni@mac.com,Female,Poland,$5975015.34,Health Care,Daily
Gretel Bennedsen,,Female,Canada,$7081632.46,n/a,Never
Jesus Paydon,jpaydonnk@sourceforge.net,Male,Poland,$7976393.67,Consumer Services,Weekly
Harp Paulley,hpaulleynl@stanford.edu,Male,Tunisia,$2862443.07,Finance,Daily
See Rodgman,srodgmannm@stanford.edu,Male,Nigeria,$9282157.82,Health Care,Monthly
Adrian Hunton,ahuntonnn@dion.ne.jp,Female,Japan,$75460.54,n/a,Seldom
Kathrine Symcock,ksymcockno@economist.com,Female,China,$1294773.45,n/a,Once
Durand Bearward,dbearwardnp@tamu.edu,Male,Indonesia,$3486835.00,Finance,Monthly
Shae Kneebone,skneebonenq@sciencedirect.com,Female,China,$7252109.97,Consumer Non-Durables,Monthly
Ethelyn Rosenthaler,,Female,Vietnam,$9279648.99,Public Utilities,Daily
Liam Chatres,lchatresns@apple.com,Male,China,$4251266.07,Finance,Never
Natty Shills,nshillsnt@bloglovin.com,Female,Brazil,$8572965.95,Public Utilities,Daily
Courtnay Ralls,crallsnu@bbc.co.uk,Female,Brazil,$313525.30,Basic Industries,Seldom
Rosella Oxenbury,roxenburynv@npr.org,Female,Botswana,$2017764.01,Basic Industries,Weekly
Bealle Ebourne,bebournenw@mlb.com,Male,Brazil,$1274145.62,Health Care,Yearly
Emory MacDiarmond,emacdiarmondnx@pen.io,Male,Japan,$2650862.60,n/a,Yearly
Shanda Mum,smumny@mapy.cz,Female,Armenia,$1659878.37,Health Care,Daily
Alley Bengtson,abengtsonnz@wikia.com,Male,Honduras,$2213343.13,Health Care,Monthly
Enos Brackstone,ebrackstoneo0@w3.org,Male,France,$3452754.58,Energy,Monthly
Jon Heakey,jheakeyo1@reference.com,Male,Poland,$9062047.98,Transportation,Never
Megan Cartman,mcartmano2@friendfeed.com,Female,Uganda,$8237121.17,n/a,Once
Dorita Wildt,dwildto3@printfriendly.com,Female,China,$7445529.49,Capital Goods,Weekly
Oneida Jeckells,ojeckellso4@sina.com.cn,Female,Poland,$6487340.11,n/a,Never
Gregorio Firmin,gfirmino5@fda.gov,Male,China,$4589208.71,Miscellaneous,Often
Donnie Sutherley,dsutherleyo6@hp.com,Male,Indonesia,$9700014.02,n/a,Once
Gustavo Link,glinko7@spiegel.de,Male,Portugal,$6701005.67,Finance,Weekly
Wayne Vasyukhichev,wvasyukhichevo8@indiegogo.com,Male,Philippines,$5640046.27,Finance,Daily
Costanza Kaplin,ckaplino9@virginia.edu,Female,Sweden,$1739991.42,Finance,Monthly
Florella Lubman,flubmanoa@miitbeian.gov.cn,Female,China,$336789.96,Technology,Daily
Artus Rooper,arooperob@cdbaby.com,Male,Philippines,$1192103.45,Technology,Weekly
Aidan Whoston,awhostonoc@prlog.org,Female,Indonesia,$641344.73,Finance,Never
Hort Whannel,hwhannelod@friendfeed.com,Male,Indonesia,$2948784.46,n/a,Weekly
Sissie Parsonson,sparsonsonoe@phoca.cz,Female,China,$9105810.71,n/a,Once
Alexa Mollitt,amollittof@tmall.com,Female,Indonesia,$2192224.95,Technology,Yearly
Eberto Sackur,esackurog@tripadvisor.com,Male,China,$7703155.68,Energy,Yearly
Druci Clewarth,dclewarthoh@epa.gov,Female,Philippines,$8962689.17,Basic Industries,Monthly
Clevey Gillise,cgilliseoi@yahoo.co.jp,Male,Germany,$4777448.93,Technology,Once
Zola Hansmann,zhansmannoj@home.pl,Female,Indonesia,$730245.73,n/a,Often
Aluin Manass,amanassok@1688.com,Male,Uganda,$9068076.67,n/a,Seldom
Reeta Crocombe,rcrocombeol@photobucket.com,Female,Russia,$8110905.90,Capital Goods,Seldom
Genni Reasce,greasceom@infoseek.co.jp,Female,Colombia,$2998489.96,Health Care,Yearly
Malchy Paulazzi,mpaulazzion@etsy.com,Male,Portugal,$800051.67,Finance,Seldom
